county,district_id,district_name,district_office_flag,age,year,population,deaths,death_rate
Bulloch,9-2,Southeast Health District,0,30-34,2009,3685,0,0
Camden,9-1,Coastal Health District,0,30-34,2009,3112,0,0
Carroll,4,District 4 Health District,0,30-34,2009,7146,1,1.399384270920795e-4
Catoosa,1-1,Northwest Georgia Health District,0,30-34,2009,4146,1,2.41196333815726e-4
Chatham,9-1,Coastal Health District,0,30-34,2009,17619,2,1.1351382030762246e-4
Cherokee,1-2,North Georgia Health District,1,30-34,2009,15245,4,2.623811085601837e-4
Clarke,10,Northeast Health District,1,30-34,2009,8149,0,0
Clayton,3-3,Clayton County Health District,1,30-34,2009,19889,1,5.027904872039821e-5
Cobb,3-1,Cobb/Douglas Health District,1,30-34,2009,51139,3,5.866364223000059e-5
Coffee,9-2,Southeast Health District,0,30-34,2009,2781,0,0
Colquitt,8-2,Southwest Health District,0,30-34,2009,2863,0,0
Columbia,6,East Central Health District,0,30-34,2009,7494,1,1.3344008540165466e-4
Coweta,4,District 4 Health District,0,30-34,2009,8452,0,0
DeKalb,3-5,DeKalb Health District,1,30-34,2009,57162,2,3.49882789265596e-5
Dougherty,8-2,Southwest Health District,1,30-34,2009,5774,0,0
Douglas,3-1,Cobb/Douglas Health District,0,30-34,2009,9352,1,1.06928999144568e-4
Effingham,9-1,Coastal Health District,0,30-34,2009,3512,0,0
Fayette,4,District 4 Health District,0,30-34,2009,4106,0,0
Floyd,1-1,Northwest Georgia Health District,1,30-34,2009,5745,0,0
Forsyth,2,North Health District,0,30-34,2009,11323,1,8.831581736288969e-5
Fulton,3-2,Fulton County Board of Health,1,30-34,2009,71802,3,4.178156597309267e-5
Glynn,9-1,Coastal Health District,1,30-34,2009,4565,0,0
Gordon,1-1,Northwest Georgia Health District,0,30-34,2009,3526,2,5.672149744753262e-4
Gwinnett,3-4,East Metro Health District,1,30-34,2009,59766,3,5.019576347756249e-5
Habersham,2,North Health District,0,30-34,2009,2653,0,0
Hall,2,North Health District,1,30-34,2009,12098,3,2.479748718796495e-4
Henry,4,District 4 Health District,0,30-34,2009,13494,2,1.4821402104639098e-4
Houston,5-2,North Central Health District,0,30-34,2009,8951,0,0
Jackson,10,Northeast Health District,0,30-34,2009,4082,0,0
Laurens,5-1,South Central Health District,1,30-34,2009,2953,0,0
Liberty,9-1,Coastal Health District,0,30-34,2009,4659,0,0
Lowndes,8-1,South Health District,1,30-34,2009,6730,0,0
Murray,1-2,North Georgia Health District,0,30-34,2009,2552,1,3.9184952978056425e-4
Muscogee,7,West Central Health District,1,30-34,2009,12613,0,0
Newton,3-4,East Metro Health District,0,30-34,2009,6900,0,0
Paulding,1-1,Northwest Georgia Health District,0,30-34,2009,10657,1,9.38350380031904e-5
Polk,1-1,Northwest Georgia Health District,0,30-34,2009,2573,0,0
Richmond,6,East Central Health District,1,30-34,2009,12854,1,7.779679477205539e-5
Rockdale,3-4,East Metro Health District,0,30-34,2009,5074,0,0
Spalding,4,District 4 Health District,0,30-34,2009,4097,0,0
Thomas,8-2,Southwest Health District,0,30-34,2009,2524,0,0
Tift,8-1,South Health District,0,30-34,2009,2468,0,0
Troup,4,District 4 Health District,1,30-34,2009,3954,0,0
Walker,1-1,Northwest Georgia Health District,0,30-34,2009,4467,0,0
Walton,10,Northeast Health District,0,30-34,2009,5184,0,0
Ware,9-2,Southeast Health District,1,30-34,2009,2152,1,4.6468401486988845e-4
Whitfield,1-2,North Georgia Health District,0,30-34,2009,6514,2,3.0703101013202335e-4
Appling,9-2,Southeast Health District,0,30-34,2010,1087,0,0
Atkinson,9-2,Southeast Health District,0,30-34,2010,583,0,0
Bacon,9-2,Southeast Health District,0,30-34,2010,805,0,0
Baker,8-2,Southwest Health District,0,30-34,2010,181,0,0
Banks,2,North Health District,0,30-34,2010,1121,0,0
Ben Hill,8-1,South Health District,0,30-34,2010,1061,0,0
Berrien,8-1,South Health District,0,30-34,2010,1165,0,0
Bleckley,5-1,South Central Health District,0,30-34,2010,658,0,0
Brantley,9-2,Southeast Health District,0,30-34,2010,1121,0,0
Brooks,8-1,South Health District,0,30-34,2010,868,0,0
Bryan,9-1,Coastal Health District,0,30-34,2010,1931,0,0
Burke,6,East Central Health District,0,30-34,2010,1274,0,0
Butts,4,District 4 Health District,0,30-34,2010,1573,0,0
Calhoun,8-2,Southwest Health District,0,30-34,2010,525,0,0
Candler,9-2,Southeast Health District,0,30-34,2010,645,0,0
Charlton,9-2,Southeast Health District,0,30-34,2010,849,0,0
Chattahoochee,7,West Central Health District,0,30-34,2010,940,0,0
Chattooga,1-1,Northwest Georgia Health District,0,30-34,2010,1685,0,0
Clay,7,West Central Health District,0,30-34,2010,151,0,0
Clinch,9-2,Southeast Health District,0,30-34,2010,391,0,0
Cook,8-1,South Health District,0,30-34,2010,1072,0,0
Crawford,5-2,North Central Health District,0,30-34,2010,665,0,0
Crisp,7,West Central Health District,0,30-34,2010,1320,0,0
Dade,1-1,Northwest Georgia Health District,0,30-34,2010,938,0,0
Dawson,2,North Health District,0,30-34,2010,1305,0,0
Decatur,8-2,Southwest Health District,0,30-34,2010,1661,0,0
Dodge,5-1,South Central Health District,0,30-34,2010,1324,0,0
Dooly,7,West Central Health District,0,30-34,2010,1053,0,0
Early,8-2,Southwest Health District,0,30-34,2010,610,0,0
Echols,8-1,South Health District,0,30-34,2010,304,0,0
Elbert,10,Northeast Health District,0,30-34,2010,1127,0,0
Emanuel,6,East Central Health District,0,30-34,2010,1440,0,0
Evans,9-2,Southeast Health District,0,30-34,2010,699,0,0
Fannin,1-2,North Georgia Health District,0,30-34,2010,1088,1,9.191176470588235e-4
Franklin,2,North Health District,0,30-34,2010,1169,0,0
Gilmer,1-2,North Georgia Health District,0,30-34,2010,1556,0,0
Glascock,6,East Central Health District,0,30-34,2010,193,0,0
Grady,8-2,Southwest Health District,0,30-34,2010,1501,0,0
Greene,10,Northeast Health District,0,30-34,2010,842,0,0
Hancock,5-2,North Central Health District,0,30-34,2010,637,0,0
Haralson,1-1,Northwest Georgia Health District,0,30-34,2010,1625,0,0
Harris,7,West Central Health District,0,30-34,2010,1643,0,0
Hart,2,North Health District,0,30-34,2010,1317,0,0
Heard,4,District 4 Health District,0,30-34,2010,641,0,0
Irwin,8-1,South Health District,0,30-34,2010,592,0,0
Jasper,5-2,North Central Health District,0,30-34,2010,797,0,0
Jeff Davis,9-2,Southeast Health District,0,30-34,2010,960,1,0.0010416666666666667
Jefferson,6,East Central Health District,0,30-34,2010,958,0,0
Jenkins,6,East Central Health District,0,30-34,2010,468,0,0
Johnson,5-1,South Central Health District,0,30-34,2010,723,0,0
Jones,5-2,North Central Health District,0,30-34,2010,1720,0,0
Lamar,4,District 4 Health District,0,30-34,2010,1017,0,0
Lanier,8-1,South Health District,0,30-34,2010,705,0,0
Lee,8-2,Southwest Health District,0,30-34,2010,1915,0,0
Lincoln,6,East Central Health District,0,30-34,2010,344,0,0
Long,9-1,Coastal Health District,0,30-34,2010,1109,0,0
Lumpkin,2,North Health District,0,30-34,2010,1747,0,0
McDuffie,6,East Central Health District,0,30-34,2010,1200,0,0
McIntosh,9-1,Coastal Health District,0,30-34,2010,660,0,0
Macon,7,West Central Health District,0,30-34,2010,971,0,0
Madison,10,Northeast Health District,0,30-34,2010,1685,0,0
Marion,7,West Central Health District,0,30-34,2010,404,0,0
Meriwether,4,District 4 Health District,0,30-34,2010,1181,0,0
Miller,8-2,Southwest Health District,0,30-34,2010,319,0,0
Mitchell,8-2,Southwest Health District,0,30-34,2010,1485,0,0
Monroe,5-2,North Central Health District,0,30-34,2010,1439,0,0
Montgomery,5-1,South Central Health District,0,30-34,2010,515,0,0
Morgan,10,Northeast Health District,0,30-34,2010,952,0,0
Oconee,10,Northeast Health District,0,30-34,2010,1707,0,0
Oglethorpe,10,Northeast Health District,0,30-34,2010,856,0,0
Peach,5-2,North Central Health District,0,30-34,2010,1488,0,0
Pickens,1-2,North Georgia Health District,0,30-34,2010,1637,1,6.108735491753207e-4
Pierce,9-2,Southeast Health District,0,30-34,2010,1191,0,0
Pike,4,District 4 Health District,0,30-34,2010,990,0,0
Pulaski,5-1,South Central Health District,0,30-34,2010,762,0,0
Putnam,5-2,North Central Health District,0,30-34,2010,1103,0,0
Quitman,7,West Central Health District,0,30-34,2010,112,0,0
Rabun,2,North Health District,0,30-34,2010,778,0,0
Randolph,7,West Central Health District,0,30-34,2010,389,0,0
Schley,7,West Central Health District,0,30-34,2010,250,0,0
Screven,6,East Central Health District,0,30-34,2010,834,0,0
Seminole,8-2,Southwest Health District,0,30-34,2010,463,0,0
Stephens,2,North Health District,0,30-34,2010,1353,0,0
Stewart,7,West Central Health District,0,30-34,2010,555,0,0
Sumter,7,West Central Health District,0,30-34,2010,1935,0,0
Talbot,7,West Central Health District,0,30-34,2010,337,0,0
Taliaferro,6,East Central Health District,0,30-34,2010,78,0,0
Tattnall,9-2,Southeast Health District,0,30-34,2010,2107,0,0
Taylor,7,West Central Health District,0,30-34,2010,503,0,0
Telfair,5-1,South Central Health District,0,30-34,2010,1299,0,0
Terrell,8-2,Southwest Health District,0,30-34,2010,496,0,0
Toombs,9-2,Southeast Health District,0,30-34,2010,1696,0,0
Towns,2,North Health District,0,30-34,2010,380,0,0
Treutlen,5-1,South Central Health District,0,30-34,2010,470,0,0
Turner,8-1,South Health District,0,30-34,2010,552,0,0
Twiggs,5-2,North Central Health District,0,30-34,2010,421,0,0
Union,2,North Health District,0,30-34,2010,878,0,0
Upson,4,District 4 Health District,0,30-34,2010,1573,0,0
Warren,6,East Central Health District,0,30-34,2010,291,0,0
Washington,5-2,North Central Health District,0,30-34,2010,1314,0,0
Wayne,9-2,Southeast Health District,0,30-34,2010,1996,0,0
Webster,7,West Central Health District,0,30-34,2010,137,0,0
Wheeler,5-1,South Central Health District,0,30-34,2010,645,0,0
White,2,North Health District,0,30-34,2010,1452,0,0
Wilcox,5-1,South Central Health District,0,30-34,2010,692,0,0
Wilkes,6,East Central Health District,0,30-34,2010,546,0,0
Wilkinson,5-2,North Central Health District,0,30-34,2010,483,0,0
Worth,8-2,Southwest Health District,0,30-34,2010,1081,0,0
Baldwin,5-2,North Central Health District,0,30-34,2010,2548,0,0
Barrow,10,Northeast Health District,0,30-34,2010,5563,0,0
Bartow,1-1,Northwest Georgia Health District,0,30-34,2010,6615,1,1.511715797430083e-4
Bibb,5-2,North Central Health District,1,30-34,2010,9698,0,0
Bulloch,9-2,Southeast Health District,0,30-34,2010,3864,0,0
Camden,9-1,Coastal Health District,0,30-34,2010,3203,0,0
Carroll,4,District 4 Health District,0,30-34,2010,7258,1,1.3777900248002206e-4
Catoosa,1-1,Northwest Georgia Health District,0,30-34,2010,4200,0,0
Chatham,9-1,Coastal Health District,0,30-34,2010,18497,2,1.0812564199599936e-4
Cherokee,1-2,North Georgia Health District,1,30-34,2010,14947,2,1.3380611493945274e-4
Clarke,10,Northeast Health District,1,30-34,2010,8301,0,0
Clayton,3-3,Clayton County Health District,1,30-34,2010,19857,3,1.5108022359873092e-4
Cobb,3-1,Cobb/Douglas Health District,1,30-34,2010,51360,0,0
Coffee,9-2,Southeast Health District,0,30-34,2010,2917,2,6.856359273225917e-4
Colquitt,8-2,Southwest Health District,0,30-34,2010,2924,0,0
Columbia,6,East Central Health District,0,30-34,2010,7936,2,2.5201612903225806e-4
Coweta,4,District 4 Health District,0,30-34,2010,8494,0,0
DeKalb,3-5,DeKalb Health District,1,30-34,2010,58128,2,3.4406826314340766e-5
Dougherty,8-2,Southwest Health District,1,30-34,2010,5901,0,0
Douglas,3-1,Cobb/Douglas Health District,0,30-34,2010,9354,1,1.0690613641223006e-4
Effingham,9-1,Coastal Health District,0,30-34,2010,3559,1,2.809778027535825e-4
Fayette,4,District 4 Health District,0,30-34,2010,4152,0,0
Floyd,1-1,Northwest Georgia Health District,1,30-34,2010,5759,0,0
Forsyth,2,North Health District,0,30-34,2010,11331,1,8.825346394845998e-5
Fulton,3-2,Fulton County Board of Health,1,30-34,2010,74658,6,8.036647110825364e-5
Glynn,9-1,Coastal Health District,1,30-34,2010,4685,0,0
Gordon,1-1,Northwest Georgia Health District,0,30-34,2010,3627,1,2.7570995312930797e-4
Gwinnett,3-4,East Metro Health District,1,30-34,2010,60496,5,8.265009256810367e-5
Habersham,2,North Health District,0,30-34,2010,2734,1,3.65764447695684e-4
Hall,2,North Health District,1,30-34,2010,12084,1,8.275405494869249e-5
Henry,4,District 4 Health District,0,30-34,2010,13747,0,0
Houston,5-2,North Central Health District,0,30-34,2010,9410,0,0
Jackson,10,Northeast Health District,0,30-34,2010,4122,1,2.4260067928190198e-4
Laurens,5-1,South Central Health District,1,30-34,2010,3010,0,0
Liberty,9-1,Coastal Health District,0,30-34,2010,4400,0,0
Lowndes,8-1,South Health District,1,30-34,2010,7000,1,1.4285714285714287e-4
Murray,1-2,North Georgia Health District,0,30-34,2010,2535,0,0
Muscogee,7,West Central Health District,1,30-34,2010,13106,1,7.630093087135663e-5
Newton,3-4,East Metro Health District,0,30-34,2010,6866,1,1.4564520827264782e-4
Paulding,1-1,Northwest Georgia Health District,0,30-34,2010,10616,3,2.825923134890731e-4
Polk,1-1,Northwest Georgia Health District,0,30-34,2010,2618,0,0
Richmond,6,East Central Health District,1,30-34,2010,13503,0,0
Rockdale,3-4,East Metro Health District,0,30-34,2010,5142,0,0
Spalding,4,District 4 Health District,0,30-34,2010,4109,0,0
Thomas,8-2,Southwest Health District,0,30-34,2010,2599,0,0
Tift,8-1,South Health District,0,30-34,2010,2633,0,0
Troup,4,District 4 Health District,1,30-34,2010,4116,1,2.4295432458697764e-4
Walker,1-1,Northwest Georgia Health District,0,30-34,2010,4517,2,4.4277175116227583e-4
Walton,10,Northeast Health District,0,30-34,2010,5247,0,0
Ware,9-2,Southeast Health District,1,30-34,2010,2280,0,0
Whitfield,1-2,North Georgia Health District,0,30-34,2010,6808,1,1.4688601645123384e-4
Appling,9-2,Southeast Health District,0,30-34,2011,1154,0,0
Atkinson,9-2,Southeast Health District,0,30-34,2011,571,0,0
Bacon,9-2,Southeast Health District,0,30-34,2011,809,0,0
Baker,8-2,Southwest Health District,0,30-34,2011,160,0,0
Banks,2,North Health District,0,30-34,2011,1114,2,0.0017953321364452424
Ben Hill,8-1,South Health District,0,30-34,2011,1104,0,0
Berrien,8-1,South Health District,0,30-34,2011,1172,0,0
Bleckley,5-1,South Central Health District,0,30-34,2011,730,0,0
Brantley,9-2,Southeast Health District,0,30-34,2011,1148,0,0
Brooks,8-1,South Health District,0,30-34,2011,879,0,0
Bryan,9-1,Coastal Health District,0,30-34,2011,2140,0,0
Burke,6,East Central Health District,0,30-34,2011,1399,1,7.147962830593281e-4
Butts,4,District 4 Health District,0,30-34,2011,1630,1,6.134969325153375e-4
Calhoun,8-2,Southwest Health District,0,30-34,2011,534,0,0
Candler,9-2,Southeast Health District,0,30-34,2011,659,0,0
Charlton,9-2,Southeast Health District,0,30-34,2011,1062,0,0
Chattahoochee,7,West Central Health District,0,30-34,2011,1017,0,0
Chattooga,1-1,Northwest Georgia Health District,0,30-34,2011,1721,0,0
Clay,7,West Central Health District,0,30-34,2011,144,0,0
Clinch,9-2,Southeast Health District,0,30-34,2011,375,0,0
Cook,8-1,South Health District,0,30-34,2011,1065,0,0
Crawford,5-2,North Central Health District,0,30-34,2011,676,0,0
Crisp,7,West Central Health District,0,30-34,2011,1384,0,0
Dade,1-1,Northwest Georgia Health District,0,30-34,2011,965,1,0.0010362694300518134
Dawson,2,North Health District,0,30-34,2011,1257,0,0
Decatur,8-2,Southwest Health District,0,30-34,2011,1649,0,0
Dodge,5-1,South Central Health District,0,30-34,2011,1343,0,0
Dooly,7,West Central Health District,0,30-34,2011,1032,0,0
Early,8-2,Southwest Health District,0,30-34,2011,594,0,0
Echols,8-1,South Health District,0,30-34,2011,304,0,0
Elbert,10,Northeast Health District,0,30-34,2011,1177,0,0
Emanuel,6,East Central Health District,0,30-34,2011,1450,0,0
Evans,9-2,Southeast Health District,0,30-34,2011,728,0,0
Fannin,1-2,North Georgia Health District,0,30-34,2011,1079,0,0
Franklin,2,North Health District,0,30-34,2011,1176,1,8.503401360544217e-4
Gilmer,1-2,North Georgia Health District,0,30-34,2011,1543,0,0
Glascock,6,East Central Health District,0,30-34,2011,160,0,0
Grady,8-2,Southwest Health District,0,30-34,2011,1495,0,0
Greene,10,Northeast Health District,0,30-34,2011,859,0,0
Hancock,5-2,North Central Health District,0,30-34,2011,649,0,0
Haralson,1-1,Northwest Georgia Health District,0,30-34,2011,1568,1,6.377551020408163e-4
Harris,7,West Central Health District,0,30-34,2011,1615,0,0
Hart,2,North Health District,0,30-34,2011,1366,0,0
Heard,4,District 4 Health District,0,30-34,2011,624,0,0
Irwin,8-1,South Health District,0,30-34,2011,653,0,0
Jasper,5-2,North Central Health District,0,30-34,2011,783,0,0
Jeff Davis,9-2,Southeast Health District,0,30-34,2011,952,0,0
Jefferson,6,East Central Health District,0,30-34,2011,950,0,0
Jenkins,6,East Central Health District,0,30-34,2011,462,0,0
Johnson,5-1,South Central Health District,0,30-34,2011,692,0,0
Jones,5-2,North Central Health District,0,30-34,2011,1734,0,0
Lamar,4,District 4 Health District,0,30-34,2011,974,0,0
Lanier,8-1,South Health District,0,30-34,2011,788,0,0
Lee,8-2,Southwest Health District,0,30-34,2011,1945,0,0
Lincoln,6,East Central Health District,0,30-34,2011,337,0,0
Long,9-1,Coastal Health District,0,30-34,2011,1172,0,0
Lumpkin,2,North Health District,0,30-34,2011,1741,0,0
McDuffie,6,East Central Health District,0,30-34,2011,1191,0,0
McIntosh,9-1,Coastal Health District,0,30-34,2011,655,0,0
Macon,7,West Central Health District,0,30-34,2011,983,0,0
Madison,10,Northeast Health District,0,30-34,2011,1661,0,0
Marion,7,West Central Health District,0,30-34,2011,447,0,0
Meriwether,4,District 4 Health District,0,30-34,2011,1256,0,0
Miller,8-2,Southwest Health District,0,30-34,2011,342,0,0
Mitchell,8-2,Southwest Health District,0,30-34,2011,1555,0,0
Monroe,5-2,North Central Health District,0,30-34,2011,1525,0,0
Montgomery,5-1,South Central Health District,0,30-34,2011,493,0,0
Morgan,10,Northeast Health District,0,30-34,2011,931,0,0
Oconee,10,Northeast Health District,0,30-34,2011,1751,0,0
Oglethorpe,10,Northeast Health District,0,30-34,2011,848,0,0
Peach,5-2,North Central Health District,0,30-34,2011,1516,1,6.596306068601583e-4
Pickens,1-2,North Georgia Health District,0,30-34,2011,1632,1,6.127450980392157e-4
Pierce,9-2,Southeast Health District,0,30-34,2011,1237,0,0
Pike,4,District 4 Health District,0,30-34,2011,963,0,0
Pulaski,5-1,South Central Health District,0,30-34,2011,783,0,0
Putnam,5-2,North Central Health District,0,30-34,2011,1124,1,8.896797153024911e-4
Quitman,7,West Central Health District,0,30-34,2011,106,0,0
Rabun,2,North Health District,0,30-34,2011,771,0,0
Randolph,7,West Central Health District,0,30-34,2011,401,0,0
Schley,7,West Central Health District,0,30-34,2011,233,0,0
Screven,6,East Central Health District,0,30-34,2011,817,0,0
Seminole,8-2,Southwest Health District,0,30-34,2011,472,0,0
Stephens,2,North Health District,0,30-34,2011,1397,1,7.158196134574087e-4
Stewart,7,West Central Health District,0,30-34,2011,560,0,0
Sumter,7,West Central Health District,0,30-34,2011,1948,0,0
Talbot,7,West Central Health District,0,30-34,2011,308,0,0
Taliaferro,6,East Central Health District,0,30-34,2011,69,0,0
Tattnall,9-2,Southeast Health District,0,30-34,2011,2072,0,0
Taylor,7,West Central Health District,0,30-34,2011,433,0,0
Telfair,5-1,South Central Health District,0,30-34,2011,1319,0,0
Terrell,8-2,Southwest Health District,0,30-34,2011,533,0,0
Toombs,9-2,Southeast Health District,0,30-34,2011,1754,0,0
Towns,2,North Health District,0,30-34,2011,416,0,0
Treutlen,5-1,South Central Health District,0,30-34,2011,492,0,0
Turner,8-1,South Health District,0,30-34,2011,567,0,0
Twiggs,5-2,North Central Health District,0,30-34,2011,422,0,0
Union,2,North Health District,0,30-34,2011,866,0,0
Upson,4,District 4 Health District,0,30-34,2011,1568,0,0
Warren,6,East Central Health District,0,30-34,2011,283,0,0
Washington,5-2,North Central Health District,0,30-34,2011,1366,0,0
Wayne,9-2,Southeast Health District,0,30-34,2011,2044,1,4.892367906066536e-4
Webster,7,West Central Health District,0,30-34,2011,145,0,0
Wheeler,5-1,South Central Health District,0,30-34,2011,731,0,0
White,2,North Health District,0,30-34,2011,1461,1,6.844626967830253e-4
Wilcox,5-1,South Central Health District,0,30-34,2011,713,0,0
Wilkes,6,East Central Health District,0,30-34,2011,549,0,0
Wilkinson,5-2,North Central Health District,0,30-34,2011,497,0,0
Worth,8-2,Southwest Health District,0,30-34,2011,1127,0,0
Baldwin,5-2,North Central Health District,0,30-34,2011,2526,0,0
Barrow,10,Northeast Health District,0,30-34,2011,5636,0,0
Bartow,1-1,Northwest Georgia Health District,0,30-34,2011,6557,0,0
Bibb,5-2,North Central Health District,1,30-34,2011,10020,0,0
Bulloch,9-2,Southeast Health District,0,30-34,2011,4002,0,0
Camden,9-1,Coastal Health District,0,30-34,2011,3200,1,3.125e-4
Carroll,4,District 4 Health District,0,30-34,2011,7339,1,1.362583458236817e-4
Catoosa,1-1,Northwest Georgia Health District,0,30-34,2011,4160,0,0
Chatham,9-1,Coastal Health District,0,30-34,2011,19707,1,5.074339067336479e-5
Cherokee,1-2,North Georgia Health District,1,30-34,2011,14788,2,1.352447930754666e-4
Clarke,10,Northeast Health District,1,30-34,2011,8339,2,2.398369109005876e-4
Clayton,3-3,Clayton County Health District,1,30-34,2011,19745,2,1.0129146619397316e-4
Cobb,3-1,Cobb/Douglas Health District,1,30-34,2011,52192,3,5.748007357449417e-5
Coffee,9-2,Southeast Health District,0,30-34,2011,3029,1,3.301419610432486e-4
Colquitt,8-2,Southwest Health District,0,30-34,2011,2949,1,3.3909799932180403e-4
Columbia,6,East Central Health District,0,30-34,2011,8377,0,0
Coweta,4,District 4 Health District,0,30-34,2011,8592,0,0
DeKalb,3-5,DeKalb Health District,1,30-34,2011,59351,2,3.369783154454011e-5
Dougherty,8-2,Southwest Health District,1,30-34,2011,6026,0,0
Douglas,3-1,Cobb/Douglas Health District,0,30-34,2011,9242,1,1.0820168794633196e-4
Effingham,9-1,Coastal Health District,0,30-34,2011,3630,0,0
Fayette,4,District 4 Health District,0,30-34,2011,4150,0,0
Floyd,1-1,Northwest Georgia Health District,1,30-34,2011,5774,0,0
Forsyth,2,North Health District,0,30-34,2011,11287,2,1.7719500310091257e-4
Fulton,3-2,Fulton County Board of Health,1,30-34,2011,77385,5,6.461200491051237e-5
Glynn,9-1,Coastal Health District,1,30-34,2011,4817,0,0
Gordon,1-1,Northwest Georgia Health District,0,30-34,2011,3647,2,5.483959418700301e-4
Gwinnett,3-4,East Metro Health District,1,30-34,2011,61354,4,6.519542328128565e-5
Habersham,2,North Health District,0,30-34,2011,2724,0,0
Hall,2,North Health District,1,30-34,2011,12206,0,0
Henry,4,District 4 Health District,0,30-34,2011,13422,1,7.450454477723141e-5
Houston,5-2,North Central Health District,0,30-34,2011,9901,2,2.01999798000202e-4
Jackson,10,Northeast Health District,0,30-34,2011,4149,2,4.8204386599180526e-4
Laurens,5-1,South Central Health District,1,30-34,2011,2995,1,3.33889816360601e-4
Liberty,9-1,Coastal Health District,0,30-34,2011,4810,0,0
Lowndes,8-1,South Health District,1,30-34,2011,7144,1,1.3997760358342665e-4
Murray,1-2,North Georgia Health District,0,30-34,2011,2534,1,3.946329913180742e-4
Muscogee,7,West Central Health District,1,30-34,2011,13854,1,7.218131947451999e-5
Newton,3-4,East Metro Health District,0,30-34,2011,6694,2,2.9877502240812666e-4
Paulding,1-1,Northwest Georgia Health District,0,30-34,2011,10481,2,1.9082148649937983e-4
Polk,1-1,Northwest Georgia Health District,0,30-34,2011,2661,0,0
Richmond,6,East Central Health District,1,30-34,2011,13683,1,7.308338814587444e-5
Rockdale,3-4,East Metro Health District,0,30-34,2011,5123,0,0
Spalding,4,District 4 Health District,0,30-34,2011,4168,1,2.399232245681382e-4
Thomas,8-2,Southwest Health District,0,30-34,2011,2595,0,0
Tift,8-1,South Health District,0,30-34,2011,2811,0,0
Troup,4,District 4 Health District,1,30-34,2011,4192,0,0
Walker,1-1,Northwest Georgia Health District,0,30-34,2011,4449,0,0
Walton,10,Northeast Health District,0,30-34,2011,5183,0,0
Ware,9-2,Southeast Health District,1,30-34,2011,2301,0,0
Whitfield,1-2,North Georgia Health District,0,30-34,2011,6824,2,2.9308323563892143e-4
Appling,9-2,Southeast Health District,0,30-34,2012,1145,0,0
Atkinson,9-2,Southeast Health District,0,30-34,2012,545,0,0
Bacon,9-2,Southeast Health District,0,30-34,2012,798,0,0
Baker,8-2,Southwest Health District,0,30-34,2012,180,0,0
Banks,2,North Health District,0,30-34,2012,1101,0,0
Ben Hill,8-1,South Health District,0,30-34,2012,1065,0,0
Berrien,8-1,South Health District,0,30-34,2012,1172,0,0
Bleckley,5-1,South Central Health District,0,30-34,2012,707,0,0
Brantley,9-2,Southeast Health District,0,30-34,2012,1103,0,0
Brooks,8-1,South Health District,0,30-34,2012,864,0,0
Bryan,9-1,Coastal Health District,0,30-34,2012,2246,0,0
Burke,6,East Central Health District,0,30-34,2012,1343,0,0
Butts,4,District 4 Health District,0,30-34,2012,1618,0,0
Calhoun,8-2,Southwest Health District,0,30-34,2012,556,0,0
Candler,9-2,Southeast Health District,0,30-34,2012,629,0,0
Charlton,9-2,Southeast Health District,0,30-34,2012,1041,0,0
Chattahoochee,7,West Central Health District,0,30-34,2012,1198,1,8.347245409015025e-4
Chattooga,1-1,Northwest Georgia Health District,0,30-34,2012,1677,2,0.0011926058437686344
Clay,7,West Central Health District,0,30-34,2012,148,0,0
Clinch,9-2,Southeast Health District,0,30-34,2012,373,0,0
Cook,8-1,South Health District,0,30-34,2012,1096,0,0
Crawford,5-2,North Central Health District,0,30-34,2012,663,0,0
Crisp,7,West Central Health District,0,30-34,2012,1448,0,0
Dade,1-1,Northwest Georgia Health District,0,30-34,2012,940,0,0
Dawson,2,North Health District,0,30-34,2012,1257,2,0.0015910898965791568
Decatur,8-2,Southwest Health District,0,30-34,2012,1630,0,0
Dodge,5-1,South Central Health District,0,30-34,2012,1351,2,0.0014803849000740192
Dooly,7,West Central Health District,0,30-34,2012,995,0,0
Early,8-2,Southwest Health District,0,30-34,2012,542,0,0
Echols,8-1,South Health District,0,30-34,2012,273,0,0
Elbert,10,Northeast Health District,0,30-34,2012,1104,0,0
Emanuel,6,East Central Health District,0,30-34,2012,1496,0,0
Evans,9-2,Southeast Health District,0,30-34,2012,712,0,0
Fannin,1-2,North Georgia Health District,0,30-34,2012,1112,0,0
Franklin,2,North Health District,0,30-34,2012,1190,0,0
Gilmer,1-2,North Georgia Health District,0,30-34,2012,1449,0,0
Glascock,6,East Central Health District,0,30-34,2012,170,0,0
Grady,8-2,Southwest Health District,0,30-34,2012,1545,0,0
Greene,10,Northeast Health District,0,30-34,2012,851,0,0
Hancock,5-2,North Central Health District,0,30-34,2012,601,0,0
Haralson,1-1,Northwest Georgia Health District,0,30-34,2012,1552,1,6.443298969072165e-4
Harris,7,West Central Health District,0,30-34,2012,1616,0,0
Hart,2,North Health District,0,30-34,2012,1379,0,0
Heard,4,District 4 Health District,0,30-34,2012,612,0,0
Irwin,8-1,South Health District,0,30-34,2012,657,0,0
Jasper,5-2,North Central Health District,0,30-34,2012,796,1,0.001256281407035176
Jeff Davis,9-2,Southeast Health District,0,30-34,2012,976,1,0.0010245901639344263
Jefferson,6,East Central Health District,0,30-34,2012,947,0,0
Jenkins,6,East Central Health District,0,30-34,2012,633,0,0
Johnson,5-1,South Central Health District,0,30-34,2012,695,0,0
